	doc_id	sen_id	word	tag
0	0	0	Abstract	O
1	0	0	The	O
2	0	0	choice	O
3	0	0	of	O
4	0	0	token	O
5	0	0	vocabulary	O
6	0	0	affects	O
7	0	0	the	O
8	0	0	performance	O
9	0	0	of	O
10	0	0	machine	B
11	0	0	translation	I
12	0	0	.	O
13	0	1	This	O
14	0	1	paper	O
15	0	1	aims	O
16	0	1	to	O
17	0	1	figure	O
18	0	1	out	O
19	0	1	what	O
20	0	1	is	O
21	0	1	a	O
22	0	1	good	O
23	0	1	vocabulary	O
24	0	1	and	O
25	0	1	whether	O
26	0	1	one	O
27	0	1	can	O
28	0	1	find	O
29	0	1	the	O
30	0	1	optimal	B
31	0	1	vocabulary	I
32	0	1	without	O
33	0	1	trial	B
34	0	1	training	I
35	0	1	.	O
58	0	3	Motivated	O
59	0	3	by	O
60	0	3	this	O
61	0	3	we	O
62	0	3	formulate	O
63	0	3	the	O
64	0	3	quest	O
65	0	3	of	O
66	0	3	vocabularization	O
67	0	3	finding	O
68	0	3	the	O
69	0	3	best	O
70	0	3	token	O
71	0	3	dictionary	O
72	0	3	with	O
73	0	3	a	O
74	0	3	proper	O
75	0	3	size	O
76	0	3	as	O
77	0	3	an	O
78	0	3	optimal	B
79	0	3	transport	I
80	0	3	OT	O
81	0	3	problem	O
82	0	3	.	O
95	0	5	Empirical	O
96	0	5	results	O
97	0	5	show	O
98	0	5	that	O
99	0	5	VOLT	O
100	0	5	outperforms	O
101	0	5	vocabularies	O
102	0	5	in	O
103	0	5	diverse	O
104	0	5	scenarios	O
105	0	5	including	O
106	0	5	and	O
107	0	5	TED	O
108	0	5	s	O
109	0	5	52	O
110	0	5	translation	B
111	0	5	directions	I
112	0	5	.	O
127	0	7	Also	O
128	0	7	compared	O
129	0	7	to	O
130	0	7	VOLT	O
131	0	7	reduces	O
132	0	7	the	O
133	0	7	search	O
134	0	7	time	O
135	0	7	from	O
136	0	7	384	O
137	0	7	GPU	B
138	0	7	hours	I
139	0	7	to	O
140	0	7	30	O
141	0	7	GPU	B
142	0	7	hours	I
143	0	7	on	O
144	0	7	translation	O
145	0	7	.	O
146	0	8	Codes	O
147	0	8	are	O
148	0	8	available	O
149	0	8	at	O
150	0	8	https	O
151	0	8	:	O
152	0	8	.	O
153	0	9	1	O
154	0	9	Introduction	O
155	0	9	Due	O
156	0	9	to	O
157	0	9	the	O
158	0	9	discreteness	O
159	0	9	of	O
160	0	9	text	O
161	0	9	vocabulary	O
162	0	9	construction	O
163	0	9	vocabularization	O
164	0	9	for	O
165	0	9	short	O
166	0	9	is	O
167	0	9	a	O
168	0	9	prerequisite	O
169	0	9	for	O
170	0	9	neural	B
171	0	9	machine	B
172	0	9	translation	I
173	0	9	NMT	I
174	0	9	and	I
175	0	9	many	I
176	0	9	other	I
177	0	9	natural	O
178	0	9	language	B
179	0	9	processing	I
180	0	9	NLP	B
181	0	9	tasks	I
182	0	9	using	I
183	0	9	neural	I
184	0	9	networks	I
185	0	9	Mikolov	I
186	0	9	et	O
187	0	9	2013	O
188	0	9	Vaswani	O
189	0	9	et	B
190	0	9	2017	I
191	0	9	Gehrmann	O
192	0	9	et	O
193	0	9	2018	O
194	0	9	Zhang	B
195	0	9	et	I
196	0	9	2018	O
197	0	9	Devlin	O
198	0	9	et	O
199	0	9	2019	O
200	0	9	.	O
201	0	10	Currently	O
202	0	10	approaches	O
203	0	10	like	O
204	0	10	Encoding	B
205	0	10	BPE	I
206	0	10	are	O
207	0	10	widely	O
208	0	10	used	O
209	0	10	in	O
210	0	10	the	O
211	0	10	community	O
212	0	10	Ott	O
213	0	10	et	O
214	0	10	2018	O
215	0	10	Ding	O
216	0	10	et	O
217	0	10	2019	O
218	0	10	Liu	O
219	0	10	et	O
220	0	10	2020	O
221	0	10	and	O
222	0	10	achieve	O
223	0	10	quite	O
224	0	10	promising	B
225	0	10	results	I
226	0	10	in	O
227	0	10	practice	O
228	0	10	Sennrich	O
229	0	10	et	O
230	0	10	2016	O
231	0	10	and	O
232	0	10	losa	O
233	0	10	2016	O
234	0	10	Lee	O
235	0	10	et	O
236	0	10	2017	O
237	0	10	Kudo	O
238	0	10	and	O
239	0	10	Richardson	O
240	0	10	work	O
241	0	10	is	O
242	0	10	done	O
243	0	10	during	O
244	0	10	the	O
245	0	10	internship	O
246	0	10	at	O
247	0	10	ByteDance	O
248	0	10	AI	O
249	0	10	Lab	O
250	0	10	.	O
251	0	11	2018	O
252	0	11	et	O
253	0	11	2019	O
254	0	11	Wang	O
255	0	11	et	O
256	0	11	2020	O
257	0	11	.	O
258	0	12	The	O
259	0	12	key	O
260	0	12	idea	O
261	0	12	of	O
262	0	12	these	O
263	0	12	approaches	O
264	0	12	is	O
265	0	12	selecting	O
266	0	12	the	O
267	0	12	most	O
268	0	12	frequent	O
269	0	12	or	O
270	0	12	word	O
271	0	12	pieces	O
272	0	12	with	O
273	0	12	higher	O
274	0	12	probabilities	O
275	0	12	as	O
276	0	12	the	O
277	0	12	vocabulary	O
278	0	12	tokens	O
279	0	12	.	O
280	0	13	In	O
281	0	13	information	O
282	0	13	theory	O
283	0	13	these	O
284	0	13	approaches	O
285	0	13	are	O
286	0	13	simple	O
287	0	13	forms	O
288	0	13	of	O
289	0	13	data	O
290	0	13	compression	O
291	0	13	to	O
292	0	13	reduce	O
293	0	13	entropy	O
294	0	13	Gage	O
295	0	13	1994	O
296	0	13	which	O
297	0	13	makes	O
298	0	13	the	O
299	0	13	resulting	O
300	0	13	corpus	O
301	0	13	easy	O
302	0	13	to	O
303	0	13	learn	O
304	0	13	and	O
305	0	13	predict	O
306	0	13	Martin	O
307	0	13	and	O
308	0	13	England	O
309	0	13	2011	O
310	0	13	Bentz	O
311	0	13	and	O
312	0	13	Alikaniotis	O
313	0	13	2016	O
314	0	13	.	O
315	0	14	However	O
316	0	14	the	O
317	0	14	effects	O
318	0	14	of	O
319	0	14	vocabulary	B
320	0	14	size	I
321	0	14	are	O
322	0	14	not	O
323	0	14	sufficiently	O
324	0	14	taken	O
325	0	14	into	O
326	0	14	account	O
327	0	14	since	O
328	0	14	current	O
329	0	14	approaches	O
330	0	14	only	O
331	0	14	consider	O
332	0	14	frequency	O
333	0	14	or	O
334	0	14	entropy	O
335	0	14	as	O
336	0	14	the	O
337	0	14	main	O
338	0	14	criteria	O
339	0	14	.	O
340	0	15	Many	O
341	0	15	previous	O
342	0	15	studies	O
343	0	15	Sennrich	O
344	0	15	and	O
345	0	15	Zhang	O
346	0	15	2019	O
347	0	15	Ding	O
348	0	15	et	O
349	0	15	2019	O
350	0	15	Provilkov	O
351	0	15	et	O
352	0	15	2020	O
353	0	15	Salesky	O
354	0	15	et	O
355	0	15	2020	O
356	0	15	show	O
357	0	15	that	O
358	0	15	vocabulary	B
359	0	15	size	I
360	0	15	also	O
361	0	15	affects	O
362	0	15	downstream	O
363	0	15	performances	O
364	0	15	especially	O
365	0	15	on	O
366	0	15	tasks	O
367	0	15	.	O
368	0	16	Due	O
369	0	16	to	O
370	0	16	the	O
371	0	16	lack	O
372	0	16	of	O
373	0	16	appropriate	O
374	0	16	inductive	O
375	0	16	bias	O
376	0	16	about	O
377	0	16	size	O
378	0	16	trial	B
379	0	16	training	I
380	0	16	namely	O
381	0	16	traversing	O
382	0	16	all	O
383	0	16	possible	O
384	0	16	sizes	O
385	0	16	is	O
386	0	16	usually	O
387	0	16	required	O
388	0	16	to	O
389	0	16	search	O
390	0	16	for	O
391	0	16	the	O
392	0	16	optimal	O
393	0	16	size	O
394	0	16	which	O
395	0	16	takes	O
396	0	16	high	O
397	0	16	computation	O
398	0	16	costs	O
399	0	16	.	O
400	0	17	For	O
401	0	17	convenience	O
402	0	17	most	O
403	0	17	existing	O
404	0	17	studies	O
405	0	17	only	O
406	0	17	adopt	O
407	0	17	the	O
408	0	17	settings	O
409	0	17	in	O
410	0	17	implementation	O
411	0	17	.	O
412	0	18	For	O
413	0	18	example	O
414	0	18	is	O
415	0	18	the	O
416	0	18	most	O
417	0	18	popular	O
418	0	18	size	O
419	0	18	setting	O
420	0	18	in	O
421	0	18	all	O
422	0	18	42	O
423	0	18	papers	O
424	0	18	of	O
425	0	18	Conference	O
426	0	18	of	O
427	0	18	Machine	B
428	0	18	Translation	I
429	0	18	WMT	O
430	0	18	through	O
431	0	18	2017	O
432	0	18	and	O
433	0	18	2018	O
434	0	18	Ding	O
435	0	18	et	O
436	0	18	2019	O
437	0	18	.	O
438	0	19	In	O
439	0	19	this	O
440	0	19	paper	O
441	0	19	we	O
442	0	19	propose	O
443	0	19	to	O
444	0	19	explore	O
445	0	19	automatic	O
446	0	19	vocabularization	O
447	0	19	by	O
448	0	19	simultaneously	O
449	0	19	considering	O
450	0	19	entropy	O
451	0	19	and	O
452	0	19	vocabulary	B
453	0	19	size	I
454	0	19	without	O
455	0	19	expensive	B
456	0	19	trial	I
457	0	19	training	I
458	0	19	.	O
459	0	20	Designing	O
460	0	20	such	O
461	0	20	a	O
462	0	20	vocabularization	O
463	0	20	approach	O
464	0	20	is	O
465	0	20	for	O
466	0	20	two	O
467	0	20	main	O
468	0	20	reasons	O
469	0	20	.	O
470	0	21	First	O
471	0	21	it	O
472	0	21	is	O
473	0	21	challenging	O
474	0	21	to	O
475	0	21	find	O
476	0	21	an	O
477	0	21	appropriate	B
478	0	21	objective	I
479	0	21	function	I
480	0	21	to	O
481	0	21	optimize	O
482	0	21	them	O
483	0	21	at	O
484	0	21	the	O
485	0	21	same	O
486	0	21	time	O
487	0	21	.	O
488	0	22	Roughly	O
489	0	22	speaking	O
490	0	22	the	O
491	0	22	corpus	O
492	0	22	entropy	O
493	0	22	decreases	O
494	0	22	with	O
495	0	22	the	O
496	0	22	increase	O
497	0	22	of	O
498	0	22	vocabulary	B
499	0	22	size	I
500	0	22	which	O
501	0	22	benefits	O
502	0	22	model	O
503	0	22	learning	O
504	0	22	Martin	O
505	0	22	and	O
506	0	22	England	O
507	0	22	2011	O
508	0	22	.	O
509	0	23	On	O
510	0	23	the	O
511	0	23	other	O
512	0	23	side	O
513	0	23	too	O
514	0	23	many	O
515	0	23	tokens	O
516	0	23	cause	O
517	0	23	token	O
518	0	23	sparsity	O
519	0	23	which	O
520	0	23	hurts	O
521	0	23	model	O
522	0	23	learning	O
523	0	23	Allison	O
524	0	23	et	O
525	0	23	2006	O
526	0	23	.	O
527	0	24	Second	O
528	0	24	supposing	O
529	0	24	that	O
530	0	24	an	O
531	0	24	appropriate	O
532	0	24	measurement	O
533	0	24	is	O
534	0	24	given	O
535	0	24	it	O
536	0	24	is	O
537	0	24	still	O
538	0	24	challenging	O
539	0	24	to	O
540	0	24	7362	O
541	0	24	3000	O
542	0	24	4000	O
543	0	24	5000	O
544	0	24	6000	O
545	0	24	7000	O
546	0	24	8000	O
547	0	24	9000	O
548	0	24	Size	O
549	0	24	Entropy	O
550	0	24	BLEU	O
551	0	24	Eo	O
552	0	24	Entropy	O
553	0	24	BLEU	O
554	0	24	Figure	O
555	0	24	1	O
556	0	24	:	O
557	0	24	An	O
558	0	24	illustration	O
559	0	24	of	O
560	0	24	marginal	B
561	0	24	utility	I
562	0	24	.	O
563	0	25	We	O
564	0	25	sample	O
565	0	25	vocabularies	O
566	0	25	with	O
567	0	25	different	O
568	0	25	sizes	O
569	0	25	from	O
570	0	25	translation	O
571	0	25	and	O
572	0	25	draw	O
573	0	25	their	O
574	0	25	entropy	O
575	0	25	See	O
576	0	25	and	O
577	0	25	BLEU	O
578	0	25	lines	O
579	0	25	.	O
580	0	26	Star	O
581	0	26	represents	O
582	0	26	the	O
583	0	26	vocabulary	O
584	0	26	with	O
585	0	26	the	O
586	0	26	maximum	B
587	0	26	marginal	I
588	0	26	utility	I
589	0	26	.	O
590	0	27	Marginal	B
591	0	27	utility	I
592	0	27	See	O
593	0	27	evaluates	O
594	0	27	the	O
595	0	27	increase	O
596	0	27	of	O
597	0	27	benefit	O
598	0	27	entropy	O
599	0	27	decrease	O
600	0	27	from	O
601	0	27	an	O
602	0	27	increase	O
603	0	27	of	O
604	0	27	cost	O
605	0	27	size	O
606	0	27	.	O
620	0	29	To	O
621	0	29	address	O
622	0	29	the	O
623	0	29	above	O
624	0	29	problems	O
625	0	29	we	O
626	0	29	propose	O
627	0	29	a	O
628	0	29	VOcabulary	O
629	0	29	Learning	O
630	0	29	approach	O
631	0	29	via	O
632	0	29	optimal	B
633	0	29	Transport	I
634	0	29	VOLT	O
635	0	29	for	O
636	0	29	short	O
637	0	29	.	O
638	0	30	It	O
639	0	30	can	O
640	0	30	give	O
641	0	30	an	O
642	0	30	appropriate	O
643	0	30	vocabulary	O
644	0	30	in	O
645	0	30	polynomial	O
646	0	30	time	O
647	0	30	by	O
648	0	30	considering	O
649	0	30	corpus	O
650	0	30	entropy	O
651	0	30	and	O
652	0	30	vocabulary	B
653	0	30	size	I
654	0	30	.	O
655	0	31	Specifically	O
656	0	31	given	O
657	0	31	the	O
658	0	31	above	O
659	0	31	insight	O
660	0	31	of	O
661	0	31	contradiction	O
662	0	31	between	O
663	0	31	entropy	O
664	0	31	and	O
665	0	31	size	O
666	0	31	we	O
667	0	31	first	O
668	0	31	borrow	O
669	0	31	the	O
670	0	31	concept	O
671	0	31	of	O
672	0	31	Marginal	B
673	0	31	Utility	I
674	0	31	in	O
675	0	31	economics	O
676	0	31	Samuelson	O
677	0	31	1937	O
678	0	31	and	O
679	0	31	propose	O
680	0	31	to	O
681	0	31	use	O
682	0	31	Marginal	B
683	0	31	Utility	I
684	0	31	of	O
685	0	31	Vocabularization	O
686	0	31	MUV	O
687	0	31	as	O
688	0	31	the	O
689	0	31	measurement	O
690	0	31	.	O
691	0	32	The	O
692	0	32	insight	O
693	0	32	is	O
694	0	32	quite	O
695	0	32	simple	O
696	0	32	:	O
697	0	32	in	O
698	0	32	economics	O
699	0	32	marginal	B
700	0	32	utility	I
701	0	32	is	O
702	0	32	used	O
703	0	32	to	O
704	0	32	balance	O
705	0	32	the	O
706	0	32	benefit	O
707	0	32	and	O
708	0	32	the	O
709	0	32	cost	O
710	0	32	and	O
711	0	32	we	O
712	0	32	use	O
713	0	32	MUV	O
714	0	32	to	O
715	0	32	balance	O
716	0	32	the	O
717	0	32	entropy	O
718	0	32	benefit	O
719	0	32	and	O
720	0	32	vocabulary	B
721	0	32	size	I
722	0	32	cost	O
723	0	32	.	O
724	0	33	Higher	O
725	0	33	MUV	O
726	0	33	is	O
727	0	33	expected	O
728	0	33	for	O
729	0	33	Pareto	O
730	0	33	optimality	O
731	0	33	.	O
732	0	34	Formally	O
733	0	34	MUV	O
734	0	34	is	O
735	0	34	defined	O
736	0	34	as	O
737	0	34	the	O
738	0	34	negative	O
739	0	34	derivative	O
740	0	34	of	O
741	0	34	entropy	O
742	0	34	to	O
743	0	34	vocabulary	B
744	0	34	size	I
745	0	34	.	O
746	0	35	Figure	O
747	0	35	1	O
748	0	35	gives	O
749	0	35	an	O
750	0	35	example	O
751	0	35	about	O
752	0	35	marginal	B
753	0	35	utility	I
754	0	35	.	O
755	0	36	Preliminary	O
756	0	36	results	O
757	0	36	verify	O
758	0	36	that	O
759	0	36	MUV	O
760	0	36	correlates	O
761	0	36	with	O
762	0	36	the	O
763	0	36	downstream	O
764	0	36	performances	O
765	0	36	on	O
766	0	36	of	O
767	0	36	tasks	O
768	0	36	See	O
769	0	36	Figure	O
770	0	36	2	O
771	0	36	.	O
784	0	38	We	O
785	0	38	reformulate	O
